"SANGER_MODEL_ID","BROAD_ID","COSMIC_ID","CCLE_ID","RRID","MODEL_NAME","SYNONYMS","TCGA_CODE","TISSUE","CANCER_TYPE","CANCER_TYPE_DETAIL"
"SIDM01269",NA,NA,NA,NA,"HCM-SANG-0291-C15","WTSI-OESO_009",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM01273",NA,NA,NA,NA,"HCM-SANG-0283-C18","WTSI-COLO_127",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM01279",NA,NA,NA,NA,"HCM-SANG-0269-C18","WTSI-COLO_019",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM01277",NA,NA,NA,NA,"HCM-SANG-0307-C15","WTSI-OESO_143",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM01288",NA,NA,NA,NA,"HCM-SANG-0268-C18","WTSI-COLO_013",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM01966",NA,NA,NA,NA,"HCM-SANG-0551-C18","WTSI-COLO_131",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM01956",NA,NA,NA,NA,"HCM-SANG-0518-C18","WTSI-COLO_191",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM01954",NA,NA,NA,NA,"HCM-SANG-0537-C18","WTSI-COLO_220",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM00211","ACH-002209","910944","ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_1069","ALL-PO",NA,"ALL","Haematopoietic and Lymphoid","B-Lymphoblastic Leukemia","Childhood B Acute Lymphoblastic Leukemia"
"SIDM01950",NA,NA,NA,NA,"HCM-SANG-0536-C18","WTSI-COLO_222",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM01958",NA,NA,NA,NA,"HCM-SANG-0549-C15","WTSI-OESO_170",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM01944",NA,NA,NA,NA,"HCM-SANG-0546-C15","WTSI-OESO_195",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM01965",NA,NA,NA,NA,"HCM-SANG-0545-C15","WTSI-OESO_197",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM01948",NA,NA,NA,NA,"HCM-SANG-0540-C25","WTSI-PALIVM_001",NA,"Pancreas","Pancreatic Carcinoma","Pancreatic Carcinoma"
"SIDM01961",NA,NA,NA,NA,"HCM-SANG-0553-C25","WTSI-PANC_034",NA,"Pancreas","Pancreatic Carcinoma","Pancreatic Adenocarcinoma"
"SIDM01963",NA,NA,NA,NA,"HCM-SANG-0527-C18","WTSI-COLO_149",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM01955",NA,NA,NA,NA,"HCM-SANG-0534-C18","WTSI-COLO_163",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM01943",NA,NA,NA,NA,"HCM-SANG-0524-C20","WTSI-COLO_198",NA,"Large Intestine","Colorectal Carcinoma","Rectal Adenocarcinoma"
"SIDM01953",NA,NA,NA,NA,"HCM-SANG-0519-C20","WTSI-COLO_214",NA,"Large Intestine","Colorectal Carcinoma","Rectal Mucinous Adenocarcinoma"
"SIDM01951",NA,NA,NA,NA,"HCM-SANG-0520-C18","WTSI-COLO_216",NA,"Large Intestine","Colorectal Carcinoma","Colon Mucinous Adenocarcinoma"
"SIDM01945",NA,NA,NA,NA,"HCM-SANG-0535-C20","WTSI-COLO_242",NA,"Large Intestine","Colorectal Carcinoma","Rectal Adenocarcinoma"
"SIDM01286",NA,NA,NA,NA,"HCM-SANG-0302-C15","WTSI-OESO_106",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM01957",NA,NA,NA,NA,"HCM-SANG-0311-C15-B","WTSI-OESO_117",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM01946",NA,NA,NA,NA,"HCM-SANG-0528-C25","WTSI-PANC_040",NA,"Pancreas","Pancreatic Carcinoma","Pancreatic Ductal Adenocarcinoma"
"SIDM00258","ACH-002279","949172","NB12_AUTONOMIC_GANGLIA","CVCL_1442","NB12","SJNB-12","NB","Peripheral Nervous System","Neuroblastoma","Neuroblastoma"
"SIDM01284",NA,NA,NA,NA,"HCM-SANG-0277-C18","WTSI-COLO_041",NA,"Large Intestine","Colorectal Carcinoma","Cecum Adenocarcinoma"
"SIDM01282",NA,NA,NA,NA,"HCM-SANG-0278-C20","WTSI-COLO_075",NA,"Large Intestine","Colorectal Carcinoma","Rectal Adenocarcinoma"
"SIDM01280",NA,NA,NA,NA,"HCM-SANG-0310-C15","WTSI-OESO_148",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM01281",NA,NA,NA,NA,"HCM-SANG-0265-C18","WTSI-COLIVM_005",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM01293",NA,NA,NA,NA,"HCM-SANG-0282-C18","WTSI-COLO_099",NA,"Large Intestine","Colorectal Carcinoma","Colon Mucinous Adenocarcinoma"
"SIDM02034",NA,NA,NA,NA,"HCM-SANG-0532-C20","WTSI-COLO_133",NA,"Large Intestine","Colorectal Carcinoma","Rectal Adenocarcinoma"
"SIDM02030",NA,NA,NA,NA,"HCM-SANG-0541-C20","WTSI-COLO_206",NA,"Large Intestine","Colorectal Carcinoma","Rectal Adenocarcinoma"
"SIDM02026",NA,NA,NA,NA,"HCM-SANG-1086-C18","WTSI-COLO_240",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02022",NA,NA,NA,NA,"HCM-SANG-0539-C18","WTSI-COLO_248",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02018",NA,NA,NA,NA,"HCM-SANG-0521-C18","WTSI-COLO_272",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02016",NA,NA,NA,NA,"HCM-SANG-1088-C18","WTSI-COLO_290",NA,"Large Intestine","Colorectal Carcinoma","Cecum Adenocarcinoma"
"SIDM02012",NA,NA,NA,NA,"HCM-SANG-1092-C18","WTSI-COLO_338",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02010",NA,NA,NA,NA,"HCM-SANG-0530-C15","WTSI-OESO_149",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM02028",NA,NA,NA,NA,"HCM-SANG-0543-C15","WTSI-OESO_191",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM02024",NA,NA,NA,NA,"HCM-SANG-0538-C15","WTSI-OESO_198",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM02020",NA,NA,NA,NA,"HCM-SANG-1094-C16","WTSI-OESO_211",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM02014",NA,NA,NA,NA,"HCM-SANG-1083-C16","WTSI-OESO_224",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM02036",NA,NA,NA,NA,"HCM-SANG-1084-C15","WTSI-OESO_233",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM00436","ACH-001574",NA,"MOLM14_HAEMATOPOIETIC_AND_LYMPHOID","CVCL_7916","MOLM-14",NA,"AML","Haematopoietic and Lymphoid","Acute Myeloid Leukemia","Adult Acute Myeloid Leukemia"
"SIDM02032",NA,NA,NA,NA,"HCM-SANG-0531-C25","WTSI-PANC_044",NA,"Pancreas","Pancreatic Carcinoma","Pancreatic Adenocarcinoma"
"SIDM01268",NA,NA,NA,NA,"HCM-SANG-0270-C20","WTSI-COLO_021",NA,"Large Intestine","Colorectal Carcinoma","Rectal Adenocarcinoma"
"SIDM01266",NA,NA,NA,NA,"HCM-SANG-0266-C20","WTSI-COLO_005",NA,"Large Intestine","Colorectal Carcinoma","Rectal Adenocarcinoma"
"SIDM01270",NA,NA,NA,NA,"HCM-SANG-0295-C15","WTSI-OESO_040",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM01271",NA,NA,NA,NA,"HCM-SANG-0297-C15","WTSI-OESO_088",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM02076",NA,NA,NA,NA,"HCM-SANG-1322-C15","WTSI-OESO_097",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM02040",NA,NA,NA,NA,"HCM-SANG-1329-C15","WTSI-OESO_223",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM02035",NA,NA,NA,NA,"HCM-SANG-1087-C18","WTSI-COLO_115",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM00345","ACH-000627","753586","LCLC103H_LUNG","CVCL_1375","LCLC-103H",NA,"UNCLASSIFIED","Lung","Non-Small Cell Lung Carcinoma","Large Cell Lung Carcinoma"
"SIDM02033",NA,NA,NA,NA,"HCM-SANG-1085-C20","WTSI-COLO_187",NA,"Large Intestine","Colorectal Carcinoma","Rectal Mucinous Adenocarcinoma"
"SIDM02029",NA,NA,NA,NA,"HCM-SANG-0525-C18","WTSI-COLO_218",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02027",NA,NA,NA,NA,"HCM-SANG-1081-C20","WTSI-COLO_226",NA,"Large Intestine","Colorectal Carcinoma","Rectal Adenocarcinoma"
"SIDM02025",NA,NA,NA,NA,"HCM-SANG-0542-C18","WTSI-COLO_244",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02019",NA,NA,NA,NA,"HCM-SANG-1091-C18","WTSI-COLO_270",NA,"Large Intestine","Colorectal Carcinoma","Cecum Adenocarcinoma"
"SIDM02017",NA,NA,NA,NA,"HCM-SANG-1089-C18","WTSI-COLO_274",NA,"Large Intestine","Colorectal Carcinoma","Cecum Adenocarcinoma"
"SIDM02015",NA,NA,NA,NA,"HCM-SANG-1093-C18","WTSI-COLO_312",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02013",NA,NA,NA,NA,"HCM-SANG-1090-C18","WTSI-COLO_324",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02031",NA,NA,NA,NA,"HCM-SANG-0526-C15","WTSI-OESO_185",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM02021",NA,NA,NA,NA,"HCM-SANG-1082-C15","WTSI-OESO_202",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM02023",NA,NA,NA,NA,"HCM-SANG-0552-C25","WTSI-PANC_058",NA,"Pancreas","Pancreatic Carcinoma","Pancreatic Carcinoma"
"SIDM02011",NA,NA,NA,NA,"HCM-SANG-0780-C25","WTSI-PANC_077",NA,"Pancreas","Pancreatic Carcinoma","Pancreatic Adenocarcinoma"
"SIDM02037",NA,NA,NA,NA,"HCM-SANG-0779-C25","WTSI-PANC_079",NA,"Pancreas","Pancreatic Carcinoma","Pancreatic Carcinoma"
"SIDM02052",NA,NA,NA,NA,"HCM-SANG-1305-C15","WTSI-OESO_250",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM02038",NA,NA,NA,NA,"HCM-SANG-1315-C18","WTSI-COLIVM_018",NA,"Large Intestine","Colorectal Carcinoma","Cecum Adenocarcinoma"
"SIDM02044",NA,NA,NA,NA,"HCM-SANG-1321-C18","WTSI-COLO_346",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02048",NA,NA,NA,NA,"HCM-SANG-1327-C18","WTSI-COLO_360",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02050",NA,NA,NA,NA,"HCM-SANG-1319-C18","WTSI-COLO_376",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02078",NA,NA,NA,NA,"HCM-SANG-1095-C25","WTSI-PANC_046",NA,"Pancreas","Pancreatic Carcinoma","Pancreatic Adenocarcinoma"
"SIDM02060",NA,NA,NA,NA,"HCM-SANG-0778-C25","WTSI-PANC_047",NA,"Pancreas","Pancreatic Carcinoma","Pancreatic Adenocarcinoma"
"SIDM02042",NA,NA,NA,NA,"HCM-SANG-1309-C25","WTSI-PANC_072",NA,"Pancreas","Pancreatic Carcinoma","Pancreatic Adenocarcinoma"
"SIDM02046",NA,NA,NA,NA,"HCM-SANG-1306-C25","WTSI-PANC_086",NA,"Pancreas","Pancreatic Carcinoma","Pancreatic Adenocarcinoma"
"SIDM02049",NA,NA,NA,NA,"HCM-SANG-1320-C25","WTSI-PANC_088",NA,"Pancreas","Pancreatic Carcinoma","Pancreatic Adenocarcinoma"
"SIDM02077",NA,NA,NA,NA,"HCM-SANG-1332-C18","WTSI-COLO_143",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02069",NA,NA,NA,NA,"HCM-SANG-1338-C20","WTSI-COLO_250",NA,"Large Intestine","Colorectal Carcinoma","Rectal Adenocarcinoma"
"SIDM02056",NA,NA,NA,NA,"HCM-SANG-1307-C25","WTSI-PANC_094",NA,"Pancreas","Pancreatic Carcinoma","Pancreatic Carcinoma"
"SIDM02062",NA,NA,NA,NA,"HCM-SANG-1335-C18","WTSI-COLO_410",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02064",NA,NA,NA,NA,"HCM-SANG-1316-C18","WTSI-COLIVM_025",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02065",NA,NA,NA,NA,"HCM-SANG-1317-C20","WTSI-COLIVM_026",NA,"Large Intestine","Colorectal Carcinoma","Rectal Adenocarcinoma"
"SIDM02066",NA,NA,NA,NA,"HCM-SANG-1313-C18","WTSI-COLIVM_028",NA,"Large Intestine","Colorectal Carcinoma","Cecum Adenocarcinoma"
"SIDM02068",NA,NA,NA,NA,"HCM-SANG-1323-C15","WTSI-OESO_264",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM02070",NA,NA,NA,NA,"HCM-SANG-1299-C15","WTSI-OESO_269",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM02072",NA,NA,NA,NA,"HCM-SANG-1331-C18","WTSI-COLO_414",NA,"Large Intestine","Colorectal Carcinoma","Colon Mucinous Adenocarcinoma"
"SIDM02074",NA,NA,NA,NA,"HCM-SANG-1326-C15","WTSI-OESO_268",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM02080",NA,NA,NA,NA,"HCM-SANG-1308-C25","WTSI-PANC_098",NA,"Pancreas","Pancreatic Carcinoma","Pancreatic Adenocarcinoma"
"SIDM02059",NA,NA,NA,NA,"HCM-SANG-1324-C18","WTSI-COLO_278",NA,"Large Intestine","Colorectal Carcinoma","Cecum Adenocarcinoma"
"SIDM02047",NA,NA,NA,NA,"HCM-SANG-1301-C20","WTSI-COLO_298",NA,"Large Intestine","Colorectal Carcinoma","Rectal Adenocarcinoma"
"SIDM02039",NA,NA,NA,NA,"HCM-SANG-1334-C18","WTSI-COLO_302",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02041",NA,NA,NA,NA,"HCM-SANG-1303-C18","WTSI-COLO_318",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02045",NA,NA,NA,NA,"HCM-SANG-1339-C18","WTSI-COLO_356",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02051",NA,NA,NA,NA,"HCM-SANG-1311-C18","WTSI-COLO_378",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02053",NA,NA,NA,NA,"HCM-SANG-1333-C20","WTSI-COLO_388",NA,"Large Intestine","Colorectal Carcinoma","Rectal Adenocarcinoma"
"SIDM02055",NA,NA,NA,NA,"HCM-SANG-1304-C20","WTSI-COLO_394",NA,"Large Intestine","Colorectal Carcinoma","Rectal Adenocarcinoma"
"SIDM00368","ACH-000670","713880","SBC5_LUNG","CVCL_1679","SBC-5",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00480","ACH-000704","910548","OAW42_OVARY","CVCL_1615","OAW-42",NA,"OV","Ovary","Ovarian Carcinoma","Ovarian Serous Cystadenocarcinoma"
"SIDM00482","ACH-002302","910544","RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_1668","RPMI-8866","R8866","LCML","Haematopoietic and Lymphoid","Chronic Myelogenous Leukemia","Chronic Myelogenous Leukemia"
"SIDM00036","ACH-000296","1298363","OUMS23_LARGE_INTESTINE","CVCL_3088","OUMS-23",NA,"COAD","Large Intestine","Colorectal Carcinoma","Colon Carcinoma"
"SIDM00037","ACH-000961","1240156",NA,"CVCL_6543","Ishikawa(Heraklio)02ER-","ER-02 ISH","UCEC","Endometrium","Endometrial Carcinoma","Endometrial Adenocarcinoma"
"SIDM00057","ACH-002389","906803","ACN_AUTONOMIC_GANGLIA","CVCL_1068","ACN",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma"
"SIDM00070","ACH-002393","1297440","CROAP3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_1810","CRO-AP3",NA,NA,"Haematopoietic and Lymphoid","B-Cell Non-Hodgkin's Lymphoma","Primary Effusion Lymphoma"
"SIDM00376","ACH-000156","908133","MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_1410","MHH-CALL-4",NA,"BLL","Haematopoietic and Lymphoid","B-Lymphoblastic Leukemia","Childhood B Acute Lymphoblastic Leukemia"
"SIDM00644","ACH-000327","684681","NCIH1395_LUNG","CVCL_1467","NCI-H1395",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM00655","ACH-001578","908441","NCCIT_TESTIS","CVCL_1451","NCCIT",NA,"EMBCA","Testis","Other Solid Cancers","Testicular Embryonal Carcinoma"
"SIDM00902","ACH-002337","1298154","JHU028_LUNG","CVCL_5992","JHU-028","SCC028;HNSCC 028;O28","LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM01021","ACH-002223","946366","D245MG_CENTRAL_NERVOUS_SYSTEM","CVCL_1152","D-245MG",NA,"GBM","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM01123","ACH-000177","1330975","NCIH660_PROSTATE","CVCL_1576","NCI-H660","NCI660","OTHER","Prostate","Prostate Carcinoma","Prostate Carcinoma"
"SIDM02081",NA,NA,NA,NA,"Mesobank_CellLine-2",NA,NA,"Lung","Mesothelioma","Biphasic Mesothelioma"
"SIDM02083",NA,NA,NA,NA,"Mesobank_CellLine-29T",NA,NA,"Lung","Mesothelioma","Epithelioid Mesothelioma"
"SIDM02085",NA,NA,NA,NA,"Mesobank_CellLine-14T",NA,NA,"Lung","Mesothelioma","Epithelioid Mesothelioma"
"SIDM02087",NA,NA,NA,NA,"Mesobank_CellLine-7T",NA,NA,"Lung","Mesothelioma","Biphasic Mesothelioma"
"SIDM02089",NA,NA,NA,NA,"Mesobank_CellLine-45",NA,NA,"Lung","Mesothelioma","Epithelioid Mesothelioma"
"SIDM02091",NA,NA,NA,NA,"Mesobank_CellLine-40",NA,NA,"Lung","Mesothelioma","Epithelioid Mesothelioma"
"SIDM02093",NA,NA,NA,NA,"Mesobank_CellLine-35",NA,NA,"Lung","Mesothelioma","Biphasic Mesothelioma"
"SIDM02095",NA,NA,NA,NA,"Mesobank_CellLine-26",NA,NA,"Lung","Mesothelioma","Biphasic Mesothelioma"
"SIDM02097",NA,NA,NA,NA,"Mesobank_CellLine-19",NA,NA,"Lung","Mesothelioma","Biphasic Mesothelioma"
"SIDM02099",NA,NA,NA,NA,"Mesobank_CellLine-12",NA,NA,"Lung","Mesothelioma","Biphasic Mesothelioma"
"SIDM02101",NA,NA,NA,NA,"Mesobank_CellLine-53T",NA,NA,"Lung","Mesothelioma","Epithelioid Mesothelioma"
"SIDM01063","ACH-000190","907050","HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_1273","HD-MY-Z",NA,"AML","Haematopoietic and Lymphoid","Acute Myeloid Leukemia","Adult Acute Myeloid Leukemia"
"SIDM00915","ACH-002173","688022","NCIH378_LUNG","CVCL_1560","NCI-H378",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM01074","ACH-000102","906873","GMS10_CENTRAL_NERVOUS_SYSTEM","CVCL_1233","GMS-10",NA,"GB","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM02082",NA,NA,NA,NA,"Mesobank_CellLine-33T",NA,NA,"Lung","Mesothelioma","Biphasic Mesothelioma"
"SIDM02084",NA,NA,NA,NA,"Mesobank_CellLine-23T",NA,NA,"Lung","Mesothelioma","Epithelioid Mesothelioma"
"SIDM02086",NA,NA,NA,NA,"Mesobank_CellLine-12T",NA,NA,"Lung","Mesothelioma","Epithelioid Mesothelioma"
"SIDM02088",NA,NA,NA,NA,"Mesobank_CellLine-3T",NA,NA,"Lung","Mesothelioma","Epithelioid Mesothelioma"
"SIDM02090",NA,NA,NA,NA,"Mesobank_CellLine-50T",NA,NA,"Lung","Mesothelioma","Epithelioid Mesothelioma"
"SIDM02092",NA,NA,NA,NA,"Mesobank_CellLine-36",NA,NA,"Lung","Mesothelioma","Biphasic Mesothelioma"
"SIDM02094",NA,NA,NA,NA,"Mesobank_CellLine-34",NA,NA,"Lung","Mesothelioma","Sarcomatoid Mesothelioma"
"SIDM02096",NA,NA,NA,NA,"Mesobank_CellLine-24",NA,NA,"Lung","Mesothelioma","Sarcomatoid Mesothelioma"
"SIDM02098",NA,NA,NA,NA,"Mesobank_CellLine-18",NA,NA,"Lung","Mesothelioma","Biphasic Mesothelioma"
"SIDM02100",NA,NA,NA,NA,"Mesobank_CellLine-38",NA,NA,"Lung","Mesothelioma","Epithelioid Mesothelioma"
"SIDM00788","ACH-001091",NA,"HRT18_LARGE_INTESTINE","CVCL_2514","HRT-18",NA,"COAD","Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM00913",NA,NA,NA,"CVCL_2407","COLO-738",NA,NA,"Soft Tissue","Other Solid Cancers","Undifferentiated Pleomorphic Sarcoma"
"SIDM00916",NA,NA,NA,"CVCL_2713","RPMI-7932",NA,NA,"Skin","Melanoma","Melanoma"
"SIDM00684","ACH-000595","1240169","LN229_CENTRAL_NERVOUS_SYSTEM","CVCL_0393","LN-229","LNT-229","GBM","Central Nervous System","Glioblastoma","Glioblastoma"
"SIDM02061",NA,NA,NA,NA,"HCM-SANG-1328-C15","WTSI-OESO_259",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM02067",NA,NA,NA,NA,"HCM-SANG-1312-C20","WTSI-COLO_456",NA,"Large Intestine","Colorectal Carcinoma","Rectal Adenocarcinoma"
"SIDM02071",NA,NA,NA,NA,"HCM-SANG-1325-C15","WTSI-OESO_291",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM02073",NA,NA,NA,NA,"HCM-SANG-1337-C18","WTSI-COLO_434",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02075",NA,NA,NA,NA,"HCM-SANG-1300-C18","WTSI-COLO_454",NA,"Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM02079",NA,NA,NA,NA,"HCM-SANG-1336-C15","WTSI-OESO_287",NA,"Esophagus","Esophageal Carcinoma","Esophageal Adenocarcinoma"
"SIDM00795","ACH-000219","906793","A375_SKIN","CVCL_0132","A375","A375-MEL","SKCM","Skin","Melanoma","Amelanotic Melanoma"
"SIDM00777","ACH-000360","908442","NCIH508_LARGE_INTESTINE","CVCL_1564","NCI-H508",NA,"COREAD","Large Intestine","Colorectal Carcinoma","Cecum Adenocarcinoma"
"SIDM00846","ACH-001086","1298134","HELA_CERVIX","CVCL_0030","HeLa","Henrietta Lacks cells;Helacyton gartleri","CESC","Cervix","Cervical Carcinoma","Cervical Adenocarcinoma"
"SIDM00938","ACH-000902","924106","CAL148_BREAST","CVCL_1106","CAL-148",NA,"BRCA","Breast","Breast Carcinoma","Breast Carcinoma"
"SIDM01214",NA,NA,NA,"CVCL_3715","HP",NA,NA,"Soft Tissue","Other Sarcomas","Fibrosarcoma"
"SIDM01002","ACH-000117","1290798","EFM192A_BREAST","CVCL_1812","EFM-192A",NA,"BRCA","Breast","Breast Carcinoma","Breast Carcinoma"
"SIDM01087","ACH-000348","910903","RPMI7951_SKIN","CVCL_1666","RPMI-7951",NA,"SKCM","Skin","Melanoma","Melanoma"
"SIDM01236","ACH-001188",NA,"SHSY5Y_AUTONOMIC_GANGLIA","CVCL_0019","SH-SY5Y","SK-SH-SY5Y","NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma"
"SIDM01968","ACH-001163",NA,"CCLFPEDS0001T_KIDNEY",NA,"CCLF_PEDS_0001_T",NA,"MRC","Kidney","Kidney Carcinoma","Kidney Medullary Carcinoma"
"SIDM01969","ACH-001134",NA,"MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"MYLA",NA,"TLL","Haematopoietic and Lymphoid","T-Cell Non-Hodgkin's Lymphoma","T-Cell Non-Hodgkin's Lymphoma"
"SIDM01971","ACH-001802",NA,"LPS853_SOFT_TISSUE",NA,"LPS853",NA,"DDLS","Soft Tissue","Other Solid Cancers","Dedifferentiated Liposarcoma"
"SIDM01331","ACH-000791",NA,"RERFLCAD1_LUNG","CVCL_1651","RERF-LC-AD1",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Lung Adenocarcinoma"
"SIDM01406","ACH-001407",NA,"UMUC13_URINARY_TRACT","CVCL_2746","UM-UC-13",NA,"BLCA","Bladder","Bladder Carcinoma","Bladder Carcinoma"
"SIDM01440",NA,NA,NA,"CVCL_5011","SNU-1118",NA,NA,"Central Nervous System","Other Solid Cancers","Primitive Neuroectodermal Tumor"
"SIDM00210","ACH-000657","906804","A2780_OVARY","CVCL_0134","A2780","A2780S","UNCLASSIFIED","Ovary","Ovarian Carcinoma","Ovarian Endometrioid Adenocarcinoma"
"SIDM01576","ACH-000658",NA,"KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_A637","KMS-18",NA,"PCM","Haematopoietic and Lymphoid","Plasma Cell Myeloma","Plasma Cell Myeloma"
"SIDM00388","ACH-002272","908136","MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_1413","MHH-PREB-1",NA,"UNCLASSIFIED","Haematopoietic and Lymphoid","B-Cell Non-Hodgkin's Lymphoma","B-Cell Non-Hodgkin's Lymphoma"
"SIDM01614","ACH-000831",NA,"HEC50B_ENDOMETRIUM","CVCL_2929","HEC-50B",NA,"UCEC","Endometrium","Endometrial Carcinoma","Endometrial Adenocarcinoma"
"SIDM00404","ACH-002307","1331034","SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CVCL_1890","SU-DHL-16",NA,"DLBC","Haematopoietic and Lymphoid","B-Cell Non-Hodgkin's Lymphoma","B-Cell Non-Hodgkin's Lymphoma"
